USC00461393,"CANAAN VALLEY, WV US",5/9/1981,,,,,0,0,0,70,30,58,
USC00461393,"CANAAN VALLEY, WV US",5/10/1981,,,,,0,0,0,60,48,57,
USC00461393,"CANAAN VALLEY, WV US",5/11/1981,,,,,0.37,0,0,67,59,59,
USC00461393,"CANAAN VALLEY, WV US",5/12/1981,,,,,0.13,0,0,59,37,38,
USC00461393,"CANAAN VALLEY, WV US",5/13/1981,,,,,0.01,0,0,66,34,62,
USC00461393,"CANAAN VALLEY, WV US",5/14/1981,,,,,0,0,0,78,44,74,
USC00461393,"CANAAN VALLEY, WV US",5/15/1981,,,,,0.63,0,0,74,45,49,
USC00461393,"CANAAN VALLEY, WV US",5/16/1981,,,,,0.12,0,0,50,40,46,
USC00461393,"CANAAN VALLEY, WV US",5/17/1981,,,,,0,0,0,69,24,62,
USC00461393,"CANAAN VALLEY, WV US",5/18/1981,,,,,0.3,0,0,63,40,44,
USC00461393,"CANAAN VALLEY, WV US",5/19/1981,,,,,1.07,0,0,44,36,40,
USC00461393,"CANAAN VALLEY, WV US",5/20/1981,,,,,0.08,0,0,60,37,59,
USC00461393,"CANAAN VALLEY, WV US",5/21/1981,,,,,0,0,0,67,26,65,
USC00461393,"CANAAN VALLEY, WV US",5/22/1981,,,,,0,0,0,72,34,70,
USC00461393,"CANAAN VALLEY, WV US",5/23/1981,,,,,0,0,0,74,34,73,
USC00461393,"CANAAN VALLEY, WV US",5/24/1981,,,,,0,0,0,79,42,79,
USC00461393,"CANAAN VALLEY, WV US",5/25/1981,,,,,0,0,0,79,45,71,
USC00461393,"CANAAN VALLEY, WV US",5/26/1981,,,,,0,0,0,78,53,70,
USC00461393,"CANAAN VALLEY, WV US",5/27/1981,,,,,0.16,0,0,70,52,62,
USC00461393,"CANAAN VALLEY, WV US",5/28/1981,,,,,1.14,0,0,67,55,59,
USC00461393,"CANAAN VALLEY, WV US",5/29/1981,,,,,0.28,0,0,60,55,59,
USC00461393,"CANAAN VALLEY, WV US",5/30/1981,,,,,0,0,0,79,52,71,
USC00461393,"CANAAN VALLEY, WV US",5/31/1981,,,,,0.6,0,0,72,57,65,
USC00461393,"CANAAN VALLEY, WV US",6/1/1981,,,,,0.23,0,0,65,37,60,
USC00461393,"CANAAN VALLEY, WV US",6/2/1981,,,,,0.2,0,0,76,55,75,
USC00461393,"CANAAN VALLEY, WV US",6/3/1981,,,,,0.05,0,0,76,55,71,
USC00461393,"CANAAN VALLEY, WV US",6/4/1981,,,,,0.35,0,0,71,60,65,
USC00461393,"CANAAN VALLEY, WV US",6/5/1981,,,,,0.12,0,0,77,57,74,
USC00461393,"CANAAN VALLEY, WV US",6/6/1981,,,,,2.2,0,0,75,60,63,
USC00461393,"CANAAN VALLEY, WV US",6/7/1981,,,,,0.05,0,0,70,52,69,
USC00461393,"CANAAN VALLEY, WV US",6/8/1981,,,,,0,0,0,77,39,74,
USC00461393,"CANAAN VALLEY, WV US",6/9/1981,,,,,0.3,0,0,75,61,73,
USC00461393,"CANAAN VALLEY, WV US",6/10/1981,,,,,1.06,0,0,74,55,65,
USC00461393,"CANAAN VALLEY, WV US",6/11/1981,,,,,0,0,0,69,53,67,
USC00461393,"CANAAN VALLEY, WV US",6/12/1981,,,,,0,0,0,77,53,73,
USC00461393,"CANAAN VALLEY, WV US",6/13/1981,,,,,0,0,0,80,63,78,
USC00461393,"CANAAN VALLEY, WV US",6/14/1981,,,,,1.7,0,0,79,55,76,
USC00461393,"CANAAN VALLEY, WV US",6/15/1981,,,,,0,0,0,83,66,80,
USC00461393,"CANAAN VALLEY, WV US",6/16/1981,,,,,0,0,0,83,60,80,
USC00461393,"CANAAN VALLEY, WV US",6/17/1981,,,,,0.04,0,0,81,54,65,
USC00461393,"CANAAN VALLEY, WV US",6/18/1981,,,,,0,0,0,76,41,75,
USC00461393,"CANAAN VALLEY, WV US",6/19/1981,,,,,0,0,0,80,49,75,
USC00461393,"CANAAN VALLEY, WV US",6/20/1981,,,,,1.6,0,0,76,59,67,
USC00461393,"CANAAN VALLEY, WV US",6/21/1981,,,,,0,0,0,78,59,74,
USC00461393,"CANAAN VALLEY, WV US",6/22/1981,,,,,0.65,0,0,74,60,73,
USC00461393,"CANAAN VALLEY, WV US",6/23/1981,,,,,0,0,0,74,48,70,
USC00461393,"CANAAN VALLEY, WV US",6/24/1981,,,,,0,0,0,80,43,78,
USC00461393,"CANAAN VALLEY, WV US",6/25/1981,,,,,0.04,0,0,79,59,75,
USC00461393,"CANAAN VALLEY, WV US",6/26/1981,,,,,0.26,0,0,75,51,62,
USC00461393,"CANAAN VALLEY, WV US",6/27/1981,,,,,0,0,0,68,33,65,
USC00461393,"CANAAN VALLEY, WV US",6/28/1981,,,,,0,0,0,73,40,72,
USC00461393,"CANAAN VALLEY, WV US",6/29/1981,,,,,0,0,0,79,38,75,
USC00461393,"CANAAN VALLEY, WV US",6/30/1981,,,,,1.23,0,0,75,48,69,
USC00461393,"CANAAN VALLEY, WV US",7/1/1981,,,,,0.28,0,0,70,48,63,
USC00461393,"CANAAN VALLEY, WV US",7/2/1981,,,,,0.32,0,0,69,52,65,
USC00461393,"CANAAN VALLEY, WV US",7/3/1981,,,,,0.07,0,0,69,58,69,
USC00461393,"CANAAN VALLEY, WV US",7/4/1981,,,,,0,0,0,75,57,74,
USC00461393,"CANAAN VALLEY, WV US",7/5/1981,,,,,0.51,0,0,75,59,66,
USC00461393,"CANAAN VALLEY, WV US",7/6/1981,,,,,0.05,0,0,77,60,74,
USC00461393,"CANAAN VALLEY, WV US",7/7/1981,,,,,0.05,0,0,79,53,76,
USC00461393,"CANAAN VALLEY, WV US",7/8/1981,,,,,0,0,0,81,54,75,
USC00461393,"CANAAN VALLEY, WV US",7/9/1981,,,,,0,0,0,80,68,80,
USC00461393,"CANAAN VALLEY, WV US",7/10/1981,,,,,0,0,0,80,69,75,
USC00461393,"CANAAN VALLEY, WV US",7/11/1981,,,,,0,0,0,82,48,76,
USC00461393,"CANAAN VALLEY, WV US",7/12/1981,,,,,0,0,0,83,50,80,
USC00461393,"CANAAN VALLEY, WV US",7/13/1981,,,,,0.31,0,0,81,50,74,
USC00461393,"CANAAN VALLEY, WV US",7/14/1981,,,,,0,0,0,77,63,72,
USC00461393,"CANAAN VALLEY, WV US",7/15/1981,,,,,0,0,0,74,40,70,
USC00461393,"CANAAN VALLEY, WV US",7/16/1981,,,,,0,0,0,73,50,67,
USC00461393,"CANAAN VALLEY, WV US",7/17/1981,,,,,0,0,0,77,55,74,
USC00461393,"CANAAN VALLEY, WV US",7/18/1981,,,,,0,0,0,80,46,77,
USC00461393,"CANAAN VALLEY, WV US",7/19/1981,,,,,0,0,0,83,47,82,
USC00461393,"CANAAN VALLEY, WV US",7/20/1981,,,,,0.28,0,0,82,65,76,
USC00461393,"CANAAN VALLEY, WV US",7/21/1981,,,,,0.35,0,0,76,63,69,
USC00461393,"CANAAN VALLEY, WV US",7/22/1981,,,,,0.27,0,0,70,57,68,
USC00461393,"CANAAN VALLEY, WV US",7/23/1981,,,,,0,0,0,74,40,73,
USC00461393,"CANAAN VALLEY, WV US",7/24/1981,,,,,0.53,0,0,75,58,65,
USC00461393,"CANAAN VALLEY, WV US",7/25/1981,,,,,0.17,0,0,80,55,77,
USC00461393,"CANAAN VALLEY, WV US",7/26/1981,,,,,0,0,0,80,58,76,
USC00461393,"CANAAN VALLEY, WV US",7/27/1981,,,,,0.37,0,0,77,64,73,
USC00461393,"CANAAN VALLEY, WV US",7/28/1981,,,,,0.3,0,0,80,53,65,
USC00461393,"CANAAN VALLEY, WV US",7/29/1981,,,,,0.23,0,0,68,54,61,
USC00461393,"CANAAN VALLEY, WV US",7/30/1981,,,,,0,0,0,69,34,68,
USC00461393,"CANAAN VALLEY, WV US",7/31/1981,,,,,0,0,0,72,38,72,
USC00461393,"CANAAN VALLEY, WV US",8/1/1981,,,,,0,0,0,75,46,73,
USC00461393,"CANAAN VALLEY, WV US",8/2/1981,,,,,0,0,0,77,43,74,
USC00461393,"CANAAN VALLEY, WV US",8/3/1981,,,,,0.63,0,0,75,61,75,
USC00461393,"CANAAN VALLEY, WV US",8/4/1981,,,,,0,0,0,80,55,77,
USC00461393,"CANAAN VALLEY, WV US",8/5/1981,,,,,0,0,0,78,67,75,
USC00461393,"CANAAN VALLEY, WV US",8/6/1981,,,,,0.6,0,0,75,59,67,
USC00461393,"CANAAN VALLEY, WV US",8/7/1981,,,,,0.03,0,0,75,61,69,
USC00461393,"CANAAN VALLEY, WV US",8/8/1981,,,,,0.06,0,0,77,59,75,
USC00461393,"CANAAN VALLEY, WV US",8/9/1981,,,,,0,0,0,77,55,75,
USC00461393,"CANAAN VALLEY, WV US",8/10/1981,,,,,0,0,0,77,48,73,
USC00461393,"CANAAN VALLEY, WV US",8/11/1981,,,,,0.03,0,0,78,50,68,
USC00461393,"CANAAN VALLEY, WV US",8/12/1981,,,,,0.11,0,0,72,58,69,
USC00461393,"CANAAN VALLEY, WV US",8/13/1981,,,,,0,0,0,74,49,70,
USC00461393,"CANAAN VALLEY, WV US",8/14/1981,,,,,0,0,0,78,47,70,
USC00461393,"CANAAN VALLEY, WV US",8/15/1981,,,,,0.17,0,0,78,62,75,
USC00461393,"CANAAN VALLEY, WV US",8/16/1981,,,,,0.41,0,0,75,61,72,
USC00461393,"CANAAN VALLEY, WV US",8/17/1981,,,,,0,0,0,72,33,65,
USC00461393,"CANAAN VALLEY, WV US",8/18/1981,,,,,0,0,0,69,33,69,
USC00461393,"CANAAN VALLEY, WV US",8/19/1981,,,,,0,0,0,69,45,67,
USC00461393,"CANAAN VALLEY, WV US",8/20/1981,,,,,0,0,0,69,49,68,
USC00461393,"CANAAN VALLEY, WV US",8/21/1981,,,,,0,0,0,68,49,65,
USC00461393,"CANAAN VALLEY, WV US",8/22/1981,,,,,0,0,0,72,53,70,
USC00461393,"CANAAN VALLEY, WV US",8/23/1981,,,,,0,0,0,73,35,71,
USC00461393,"CANAAN VALLEY, WV US",8/24/1981,,,,,0,0,0,75,48,70,
USC00461393,"CANAAN VALLEY, WV US",8/25/1981,,,,,0,0,0,73,40,60,
USC00461393,"CANAAN VALLEY, WV US",8/26/1981,,,,,0,0,0,76,45,71,
USC00461393,"CANAAN VALLEY, WV US",8/27/1981,,,,,0,0,0,80,46,77,
USC00461393,"CANAAN VALLEY, WV US",8/28/1981,,,,,0,0,0,80,47,72,
USC00461393,"CANAAN VALLEY, WV US",8/29/1981,,,,,0,0,0,75,48,74,
USC00461393,"CANAAN VALLEY, WV US",8/30/1981,,,,,0,0,0,77,54,74,
USC00461393,"CANAAN VALLEY, WV US",8/31/1981,,,,,0.19,0,0,79,49,68,
USC00461393,"CANAAN VALLEY, WV US",9/1/1981,,,,,0.15,0,0,79,59,69,
USC00461393,"CANAAN VALLEY, WV US",9/2/1981,,,,,0.8,0,0,77,61,69,
USC00461393,"CANAAN VALLEY, WV US",9/3/1981,,,,,0.16,0,0,75,61,68,
USC00461393,"CANAAN VALLEY, WV US",9/4/1981,,,,,1.2,0,0,70,61,68,
USC00461393,"CANAAN VALLEY, WV US",9/5/1981,,,,,0.4,0,0,76,55,74,
USC00461393,"CANAAN VALLEY, WV US",9/6/1981,,,,,0,0,0,75,50,70,
USC00461393,"CANAAN VALLEY, WV US",9/7/1981,,,,,0,0,0,75,50,71,
USC00461393,"CANAAN VALLEY, WV US",9/8/1981,,,,,0.87,0,0,74,51,64,
USC00461393,"CANAAN VALLEY, WV US",9/9/1981,,,,,0.02,0,0,64,45,60,
USC00461393,"CANAAN VALLEY, WV US",9/10/1981,,,,,0,0,0,69,33,66,
USC00461393,"CANAAN VALLEY, WV US",9/11/1981,,,,,0,0,0,75,35,69,
USC00461393,"CANAAN VALLEY, WV US",9/12/1981,,,,,0,0,0,77,39,70,
USC00461393,"CANAAN VALLEY, WV US",9/13/1981,,,,,0,0,0,77,44,74,
USC00461393,"CANAAN VALLEY, WV US",9/14/1981,,,,,0,0,0,77,42,72,
USC00461393,"CANAAN VALLEY, WV US",9/15/1981,,,,,0.67,0,0,72,57,63,
USC00461393,"CANAAN VALLEY, WV US",9/16/1981,,,,,0.93,0,0,63,53,59,
USC00461393,"CANAAN VALLEY, WV US",9/17/1981,,,,,0,0,0,60,41,55,
USC00461393,"CANAAN VALLEY, WV US",9/18/1981,,,,,0,0,0,58,33,54,
USC00461393,"CANAAN VALLEY, WV US",9/19/1981,,,,,0.18,0,0,54,38,50,
USC00461393,"CANAAN VALLEY, WV US",9/20/1981,,,,,0,0,0,62,47,57,
USC00461393,"CANAAN VALLEY, WV US",9/21/1981,,,,,0,0,0,73,47,68,
USC00461393,"CANAAN VALLEY, WV US",9/22/1981,,,,,0,0,0,68,47,58,
USC00461393,"CANAAN VALLEY, WV US",9/23/1981,,,,,0,0,0,58,38,47,
USC00461393,"CANAAN VALLEY, WV US",9/24/1981,,,,,0,0,0,57,35,53,
USC00461393,"CANAAN VALLEY, WV US",9/25/1981,,,,,0,0,0,74,29,69,
USC00461393,"CANAAN VALLEY, WV US",9/26/1981,,,,,0,0,0,77,42,72,
USC00461393,"CANAAN VALLEY, WV US",9/27/1981,,,,,0.07,0,0,72,51,63,
USC00461393,"CANAAN VALLEY, WV US",9/28/1981,,,,,0,0,0,63,42,53,
USC00461393,"CANAAN VALLEY, WV US",9/29/1981,,,,,0,0,0,65,30,59,
USC00461393,"CANAAN VALLEY, WV US",9/30/1981,,,,,0,0,0,68,48,64,
USC00461393,"CANAAN VALLEY, WV US",10/1/1981,,,,,0,0,0,73,53,69,
USC00461393,"CANAAN VALLEY, WV US",10/2/1981,,,,,0.98,0,0,69,32,33,
USC00461393,"CANAAN VALLEY, WV US",10/3/1981,,,,,0,0,0,43,32,43,
USC00461393,"CANAAN VALLEY, WV US",10/4/1981,,,,,0,0,0,64,24,60,
USC00461393,"CANAAN VALLEY, WV US",10/5/1981,,,,,0,0,0,68,47,65,
USC00461393,"CANAAN VALLEY, WV US",10/6/1981,,,,,0.35,0,0,65,55,64,
USC00461393,"CANAAN VALLEY, WV US",10/7/1981,,,,,0,0,0,64,37,39,
USC00461393,"CANAAN VALLEY, WV US",10/8/1981,,,,,0,0,0,45,35,42,
USC00461393,"CANAAN VALLEY, WV US",10/9/1981,,,,,0,0,0,60,30,55,
USC00461393,"CANAAN VALLEY, WV US",10/10/1981,,,,,0,0,0,64,32,54,
USC00461393,"CANAAN VALLEY, WV US",10/11/1981,,,,,0,0,0,55,33,50,
USC00461393,"CANAAN VALLEY, WV US",10/12/1981,,,,,0,0,0,52,41,48,
USC00461393,"CANAAN VALLEY, WV US",10/13/1981,,,,,0,0,0,53,32,50,
USC00461393,"CANAAN VALLEY, WV US",10/14/1981,,,,,0,0,0,63,35,61,
USC00461393,"CANAAN VALLEY, WV US",10/15/1981,,,,,0,0,0,67,30,59,
USC00461393,"CANAAN VALLEY, WV US",10/16/1981,,,,,0.04,0,0,59,46,48,
USC00461393,"CANAAN VALLEY, WV US",10/17/1981,,,,,0,0,0,64,17,63,
USC00461393,"CANAAN VALLEY, WV US",10/18/1981,,,,,0.22,0,0,64,42,48,
USC00461393,"CANAAN VALLEY, WV US",10/19/1981,,,,,0.21,2,1,48,29,33,
USC00461393,"CANAAN VALLEY, WV US",10/20/1981,,,,,0,0,0,58,28,57,
USC00461393,"CANAAN VALLEY, WV US",10/21/1981,,,,,0,0,0,66,37,62,
USC00461393,"CANAAN VALLEY, WV US",10/22/1981,,,,,0,0,0,67,38,61,
USC00461393,"CANAAN VALLEY, WV US",10/23/1981,,,,,0.15,0,0,61,35,37,
USC00461393,"CANAAN VALLEY, WV US",10/24/1981,,,,,0,0,0,40,20,37,
USC00461393,"CANAAN VALLEY, WV US",10/25/1981,,,,,0,0,0,51,23,45,
USC00461393,"CANAAN VALLEY, WV US",10/26/1981,,,,,0.49,0,0,62,41,58,
USC00461393,"CANAAN VALLEY, WV US",10/27/1981,,,,,1.5,0,0,61,50,53,
USC00461393,"CANAAN VALLEY, WV US",10/28/1981,,,,,0.12,0,0,53,42,45,
USC00461393,"CANAAN VALLEY, WV US",10/29/1981,,,,,0.02,0,0,58,29,47,
USC00461393,"CANAAN VALLEY, WV US",10/30/1981,,,,,0,0,0,60,30,43,
USC00461393,"CANAAN VALLEY, WV US",10/31/1981,,,,,0,0,0,55,30,45,
USC00461393,"CANAAN VALLEY, WV US",11/1/1981,,,,,0,0,0,64,28,57,
USC00461393,"CANAAN VALLEY, WV US",11/2/1981,,,,,0,0,0,62,30,59,
USC00461393,"CANAAN VALLEY, WV US",11/3/1981,,,,,0,0,0,67,31,60,
USC00461393,"CANAAN VALLEY, WV US",11/4/1981,,,,,0,0,0,67,30,57,
USC00461393,"CANAAN VALLEY, WV US",11/5/1981,,,,,0.08,0,0,64,32,53,
USC00461393,"CANAAN VALLEY, WV US",11/6/1981,,,,,0.63,1,0,53,30,32,
USC00461393,"CANAAN VALLEY, WV US",11/7/1981,,,,,0.24,2,2,35,25,31,
USC00461393,"CANAAN VALLEY, WV US",11/8/1981,,,,,0,0,,52,29,48,
USC00461393,"CANAAN VALLEY, WV US",11/9/1981,,,,,0,0,0,48,31,45,
USC00461393,"CANAAN VALLEY, WV US",11/10/1981,,,,,0,0,0,57,30,45,
USC00461393,"CANAAN VALLEY, WV US",11/11/1981,,,,,0,0,0,47,27,38,
USC00461393,"CANAAN VALLEY, WV US",11/12/1981,,,,,0,0,0,45,17,33,
USC00461393,"CANAAN VALLEY, WV US",11/13/1981,,,,,0,0,0,50,15,42,
USC00461393,"CANAAN VALLEY, WV US",11/14/1981,,,,,0,0,0,55,24,50,
USC00461393,"CANAAN VALLEY, WV US",11/15/1981,,,,,0,0,0,55,18,50,
USC00461393,"CANAAN VALLEY, WV US",11/16/1981,,,,,0,0,0,55,30,46,
USC00461393,"CANAAN VALLEY, WV US",11/17/1981,,,,,0,0,0,47,25,42,
USC00461393,"CANAAN VALLEY, WV US",11/18/1981,,,,,0.13,0,0,43,32,34,
USC00461393,"CANAAN VALLEY, WV US",11/19/1981,,,,,0,0,0,62,30,58,
USC00461393,"CANAAN VALLEY, WV US",11/20/1981,,,,,0.15,0,0,58,29,31,
USC00461393,"CANAAN VALLEY, WV US",11/21/1981,,,,,0.51,6,6,31,20,23,
USC00461393,"CANAAN VALLEY, WV US",11/22/1981,,,,,0.2,2,8,23,17,20,
USC00461393,"CANAAN VALLEY, WV US",11/23/1981,,,,,0,0,7,35,13,28,
USC00461393,"CANAAN VALLEY, WV US",11/24/1981,,,,,0.3,3,10,34,10,29,
USC00461393,"CANAAN VALLEY, WV US",11/25/1981,,,,,0,0,9,33,20,22,
USC00461393,"CANAAN VALLEY, WV US",11/26/1981,,,,,0,0,5,49,4,48,
USC00461393,"CANAAN VALLEY, WV US",11/27/1981,,,,,0,0,,50,35,37,
USC00461393,"CANAAN VALLEY, WV US",11/28/1981,,,,,0,0,,38,23,25,
USC00461393,"CANAAN VALLEY, WV US",11/29/1981,,,,,0,0,,33,22,27,
USC00461393,"CANAAN VALLEY, WV US",11/30/1981,,,,,0,0,,34,13,28,
USC00461393,"CANAAN VALLEY, WV US",12/1/1981,,,,,0.6,0,,49,23,47,
USC00461393,"CANAAN VALLEY, WV US",12/2/1981,,,,,0,0,,48,33,35,
USC00461393,"CANAAN VALLEY, WV US",12/3/1981,,,,,0,0,,37,28,35,
USC00461393,"CANAAN VALLEY, WV US",12/4/1981,,,,,0.07,0,,37,28,32,
USC00461393,"CANAAN VALLEY, WV US",12/5/1981,,,,,0.32,4,4,32,22,24,
USC00461393,"CANAAN VALLEY, WV US",12/6/1981,,,,,0.07,1,5,26,20,23,
USC00461393,"CANAAN VALLEY, WV US",12/7/1981,,,,,0,0,2,40,20,39,
USC00461393,"CANAAN VALLEY, WV US",12/8/1981,,,,,0.5,3,5,40,24,25,
USC00461393,"CANAAN VALLEY, WV US",12/9/1981,,,,,0.38,4,9,25,13,15,
USC00461393,"CANAAN VALLEY, WV US",12/10/1981,,,,,0.25,4,13,18,10,15,
USC00461393,"CANAAN VALLEY, WV US",12/11/1981,,,,,0.3,4,17,18,10,17,
USC00461393,"CANAAN VALLEY, WV US",12/12/1981,,,,,0.08,1,18,23,15,20,
USC00461393,"CANAAN VALLEY, WV US",12/13/1981,,,,,0,0,16,35,-5,30,
USC00461393,"CANAAN VALLEY, WV US",12/14/1981,,,,,0.23,0,14,36,5,35,
USC00461393,"CANAAN VALLEY, WV US",12/15/1981,,,,,0.08,1,12,36,25,26,
USC00461393,"CANAAN VALLEY, WV US",12/16/1981,,,,,0.17,3,15,26,13,19,
USC00461393,"CANAAN VALLEY, WV US",12/17/1981,,,,,0.39,4,18,34,13,34,
USC00461393,"CANAAN VALLEY, WV US",12/18/1981,,,,,0.38,4,22,34,12,14,
USC00461393,"CANAAN VALLEY, WV US",12/19/1981,,,,,0.12,2,24,15,6,9,
USC00461393,"CANAAN VALLEY, WV US",12/20/1981,,,,,0.11,2,26,10,5,9,
USC00461393,"CANAAN VALLEY, WV US",12/21/1981,,,,,0,0,26,32,-11,25,
USC00461393,"CANAAN VALLEY, WV US",12/22/1981,,,,,0.71,1,12,44,23,41,
USC00461393,"CANAAN VALLEY, WV US",12/23/1981,,,,,0.24,0,,48,30,32,
USC00461393,"CANAAN VALLEY, WV US",12/24/1981,,,,,0,0,,32,25,27,
USC00461393,"CANAAN VALLEY, WV US",12/25/1981,,,,,0,0,,34,23,27,
USC00461393,"CANAAN VALLEY, WV US",12/26/1981,,,,,0,0,,30,10,28,
USC00461393,"CANAAN VALLEY, WV US",12/27/1981,,,,,0,0,,38,23,35,
USC00461393,"CANAAN VALLEY, WV US",12/28/1981,,,,,0,0,,41,21,35,
USC00461393,"CANAAN VALLEY, WV US",12/29/1981,,,,,0,0,,36,20,21,
USC00461393,"CANAAN VALLEY, WV US",12/30/1981,,,,,0,0,,37,5,29,
USC00461393,"CANAAN VALLEY, WV US",12/31/1981,,,,,0.07,1,1,37,13,32,
USC00461393,"CANAAN VALLEY, WV US",1/1/1982,,,,,0.23,2,,43,23,25,
USC00461393,"CANAAN VALLEY, WV US",1/2/1982,,,,,0,0,,40,9,33,
USC00461393,"CANAAN VALLEY, WV US",1/3/1982,,,,,0.23,0,,45,28,42,
USC00461393,"CANAAN VALLEY, WV US",1/4/1982,,,,,0.67,0,,54,37,39,
USC00461393,"CANAAN VALLEY, WV US",1/5/1982,,,,,0.05,1,,39,19,29,
USC00461393,"CANAAN VALLEY, WV US",1/6/1982,,,,,0,0,,41,21,40,
USC00461393,"CANAAN VALLEY, WV US",1/7/1982,,,,,0.51,0,0,47,21,23,
USC00461393,"CANAAN VALLEY, WV US",1/8/1982,,,,,0.07,2,1,24,7,20,
USC00461393,"CANAAN VALLEY, WV US",1/9/1982,,,,,0.3,3,4,20,2,4,
USC00461393,"CANAAN VALLEY, WV US",1/10/1982,,,,,0.04,1,5,-15,-19,-14,
USC00461393,"CANAAN VALLEY, WV US",1/11/1982,,,,,0.04,1,6,-4,-16,-5,
USC00461393,"CANAAN VALLEY, WV US",1/12/1982,,,,,0,0,6,22,-7,15,
USC00461393,"CANAAN VALLEY, WV US",1/13/1982,,,,,0.26,4,9,27,13,25,
USC00461393,"CANAAN VALLEY, WV US",1/14/1982,,,,,0,0,9,25,13,15,
USC00461393,"CANAAN VALLEY, WV US",1/15/1982,,,,,0.09,3,10,16,4,12,
USC00461393,"CANAAN VALLEY, WV US",1/16/1982,,,,,0.48,5,15,30,8,10,
USC00461393,"CANAAN VALLEY, WV US",1/17/1982,,,,,0,0,15,10,-25,-7,
USC00461393,"CANAAN VALLEY, WV US",1/18/1982,,,,,0,0,15,28,-9,25,
USC00461393,"CANAAN VALLEY, WV US",1/19/1982,,,,,0.05,0,10,34,10,33,
USC00461393,"CANAAN VALLEY, WV US",1/20/1982,,,,,0.05,0,,40,30,33,
USC00461393,"CANAAN VALLEY, WV US",1/21/1982,,,,,0.65,0,,38,31,33,
USC00461393,"CANAAN VALLEY, WV US",1/22/1982,,,,,0,0,,34,22,32,
USC00461393,"CANAAN VALLEY, WV US",1/23/1982,,,,,1.15,0,,44,29,42,
USC00461393,"CANAAN VALLEY, WV US",1/24/1982,,,,,0.04,1,1,43,5,7,
USC00461393,"CANAAN VALLEY, WV US",1/25/1982,,,,,0.15,2,3,21,4,21,
USC00461393,"CANAAN VALLEY, WV US",1/26/1982,,,,,0.21,6,9,21,-2,5,
USC00461393,"CANAAN VALLEY, WV US",1/27/1982,,,,,0,0,9,33,-21,30,
USC00461393,"CANAAN VALLEY, WV US",1/28/1982,,,,,0,0,5,40,20,40,
USC00461393,"CANAAN VALLEY, WV US",1/29/1982,,,,,0,0,3,40,12,35,
USC00461393,"CANAAN VALLEY, WV US",1/30/1982,,,,,0,0,,53,28,47,
USC00461393,"CANAAN VALLEY, WV US",1/31/1982,,,,,0.05,0,,53,40,51,
USC00461393,"CANAAN VALLEY, WV US",2/1/1982,,,,,0.08,0,,55,16,26,
USC00461393,"CANAAN VALLEY, WV US",2/2/1982,,,,,0.03,0,,41,15,38,
USC00461393,"CANAAN VALLEY, WV US",2/3/1982,,,,,1.05,0,,49,35,48,
USC00461393,"CANAAN VALLEY, WV US",2/4/1982,,,,,0,0,,50,25,27,
USC00461393,"CANAAN VALLEY, WV US",2/5/1982,,,,,0,0,,45,24,43,
USC00461393,"CANAAN VALLEY, WV US",2/6/1982,,,,,0.03,1,,43,12,14,
USC00461393,"CANAAN VALLEY, WV US",2/7/1982,,,,,0.02,1,,28,2,27,
USC00461393,"CANAAN VALLEY, WV US",2/8/1982,,,,,0,0,,38,13,35,
USC00461393,"CANAAN VALLEY, WV US",2/9/1982,,,,,0.63,2,,40,25,27,
USC00461393,"CANAAN VALLEY, WV US",2/10/1982,,,,,0.04,1,,27,4,17,
USC00461393,"CANAAN VALLEY, WV US",2/11/1982,,,,,0,0,,32,4,27,
USC00461393,"CANAAN VALLEY, WV US",2/12/1982,,,,,0,0,,38,5,30,
USC00461393,"CANAAN VALLEY, WV US",2/13/1982,,,,,0.13,3,,30,17,19,
USC00461393,"CANAAN VALLEY, WV US",2/14/1982,,,,,0,0,,42,15,40,
USC00461393,"CANAAN VALLEY, WV US",2/15/1982,,,,,0,0,,54,26,49,
USC00461393,"CANAAN VALLEY, WV US",2/16/1982,,,,,0.29,0,,50,43,47,
USC00461393,"CANAAN VALLEY, WV US",2/17/1982,,,,,0.31,2,,47,26,28,
USC00461393,"CANAAN VALLEY, WV US",2/18/1982,,,,,0.03,0,,35,20,33,
USC00461393,"CANAAN VALLEY, WV US",2/19/1982,,,,,0.52,0,,36,26,28,
USC00461393,"CANAAN VALLEY, WV US",2/20/1982,,,,,0,0,,45,25,45,
USC00461393,"CANAAN VALLEY, WV US",2/21/1982,,,,,0.4,2,,45,26,29,
USC00461393,"CANAAN VALLEY, WV US",2/22/1982,,,,,0.11,2,,29,22,28,
USC00461393,"CANAAN VALLEY, WV US",2/23/1982,,,,,0,0,,53,23,52,
USC00461393,"CANAAN VALLEY, WV US",2/24/1982,,,,,0,0,,55,28,50,
USC00461393,"CANAAN VALLEY, WV US",2/25/1982,,,,,0.03,1,,50,10,21,
USC00461393,"CANAAN VALLEY, WV US",2/26/1982,,,,,0,0,,34,0,31,
USC00461393,"CANAAN VALLEY, WV US",2/27/1982,,,,,0.06,1,,34,19,33,
USC00461393,"CANAAN VALLEY, WV US",2/28/1982,,,,,0.05,1,,44,14,37,
USC00461393,"CANAAN VALLEY, WV US",3/1/1982,,,,,0,0,0,49,15,45,
USC00461393,"CANAAN VALLEY, WV US",3/2/1982,,,,,0,0,0,50,29,49,
USC00461393,"CANAAN VALLEY, WV US",3/3/1982,,,,,0.14,1,1,49,25,28,
